experiment_id,alpha,seed,label,support,f1,e1_f1,delta_f1
A3,0.5,0,password,4609,0.9652319731693684,0.9827171297309124,-0.017485156561544035
A3,0.5,0,ransomware,235,0.9831223628691984,0.8154657293497364,0.16765663351946203
A3,0.5,0,scanning,2929,0.9913911845730028,0.982164502164502,0.009226682408500775
A3,0.5,0,xss,7206,0.9133426787307252,0.9673273354528852,-0.05398465672216002
A3,0.5,1,backdoor,2896,0.9967258314664827,0.9975862068965518,-0.0008603754300690047
A3,0.5,1,ddos,16118,0.9114740875176448,0.9047651325154206,0.006708955002224237
A3,0.5,1,dos,13676,0.9900438072481084,0.988718542088516,0.0013252651595924148
A3,0.5,1,injection,1638,0.5934159897392048,0.8085106382978723,-0.21509464855866745
A3,0.5,1,mitm,61,0.4123711340206185,0.4130434782608695,-0.0006723442402510327
A3,0.5,1,normal,3031,0.745648090169067,0.7997855802733852,-0.05413749010431823
A3,0.5,1,password,4609,0.9078014184397164,0.9852343248448534,-0.077432906405137
A3,0.5,1,ransomware,235,0.7639344262295082,0.9246031746031746,-0.1606687483736664
A3,0.5,1,scanning,2929,0.9981186933470156,0.9882758620689656,0.00984283127805008
A3,0.5,1,xss,7206,0.9595212479827864,0.9629729547447224,-0.0034517067619360686
A4,0.5,0,backdoor,2896,0.990075290896646,0.9968986905582355,-0.006823399661589513
A4,0.5,0,ddos,16118,0.905528626148266,0.9076850351161534,-0.00215640896788738
A4,0.5,0,dos,13676,0.9959481657236722,0.9891143177461936,0.0068338479774785466
A4,0.5,0,injection,1638,0.92139054181021,0.6839306358381503,0.23745990597205968
A4,0.5,0,mitm,61,0.3157894736842105,0.2201834862385321,0.09560598744567841
A4,0.5,0,normal,3031,0.8092203389830509,0.8505125284738041,-0.041292189490753195
A4,0.5,0,password,4609,0.9784628840056848,0.9827171297309124,-0.00425424572522759
A4,0.5,0,ransomware,235,0.7753743760399334,0.8154657293497364,-0.04009135330980296
A4,0.5,0,scanning,2929,0.9926053310404128,0.982164502164502,0.010440828875910801
A4,0.5,0,xss,7206,0.9058369695819894,0.9673273354528852,-0.061490365870895736
A4,0.5,1,backdoor,2896,0.9963836748751508,0.9975862068965518,-0.0012025320214009705
A4,0.5,1,ddos,16118,0.9025160435978404,0.9047651325154206,-0.002249088917580133
A4,0.5,1,dos,13676,0.9955140595937124,0.988718542088516,0.006795517505196469
A4,0.5,1,injection,1638,0.9306742640075972,0.8085106382978723,0.12216362570972494
A4,0.5,1,mitm,61,0.1611374407582938,0.4130434782608695,-0.2519060375025757
A4,0.5,1,normal,3031,0.8714577855682151,0.7997855802733852,0.07167220529482987
A4,0.5,1,password,4609,0.9928540493720224,0.9852343248448534,0.0076197245271689695
A4,0.5,1,ransomware,235,0.966804979253112,0.9246031746031746,0.04220180464993739
A4,0.5,1,scanning,2929,0.9891285591026748,0.9882758620689656,0.000852697033709271
A4,0.5,1,xss,7206,0.8703025866276233,0.9629729547447224,-0.09267036811709917
A5,0.5,0,backdoor,2896,0.956392467789891,0.9968986905582355,-0.04050622276834459
A5,0.5,0,ddos,16118,0.9243575823380384,0.9076850351161534,0.016672547221885048
A5,0.5,0,dos,13676,0.9974041168513036,0.9891143177461936,0.008289799105109963
A5,0.5,0,injection,1638,0.8770442156268928,0.6839306358381503,0.19311357978874255
A5,0.5,0,mitm,61,0.1052631578947368,0.2201834862385321,-0.1149203283437953
A5,0.5,0,normal,3031,0.7608115323011212,0.8505125284738041,-0.0897009961726829
A5,0.5,0,password,4609,0.9862954569979496,0.9827171297309124,0.003578327267037218
A5,0.5,0,ransomware,235,0.8527131782945736,0.8154657293497364,0.037247448944837225
A5,0.5,0,scanning,2929,0.8969380134428678,0.982164502164502,-0.08522648872163419
A5,0.5,0,xss,7206,0.9382963111200052,0.9673273354528852,-0.029031024332879962
A5,0.5,1,backdoor,2896,0.9405458089668616,0.9975862068965518,-0.05704039792969018
A5,0.5,1,ddos,16118,0.9134968915034428,0.9047651325154206,0.008731758988022253
A5,0.5,1,dos,13676,0.9957294594298646,0.988718542088516,0.0070109173413486214
A5,0.5,1,injection,1638,0.8783004552352048,0.8085106382978723,0.06978981693733255
A5,0.5,1,mitm,61,0.1684210526315789,0.4130434782608695,-0.24462242562929062
A5,0.5,1,normal,3031,0.7099900596421471,0.7997855802733852,-0.08979552063123808
A5,0.5,1,password,4609,0.9704772475027746,0.9852343248448534,-0.014757077342078762
A5,0.5,1,ransomware,235,0.9828326180257512,0.9246031746031746,0.05822944342257652
A5,0.5,1,scanning,2929,0.8963198206613114,0.9882758620689656,-0.09195604140765412
A5,0.5,1,xss,7206,0.9393094289508632,0.9629729547447224,-0.02366352579385922
A6,0.5,0,backdoor,2896,0.9951823812801102,0.9968986905582355,-0.001716309278125383
A6,0.5,0,ddos,16118,0.9045440683135102,0.9076850351161534,-0.003140966802643197
A6,0.5,0,dos,13676,0.9959941733430444,0.9891143177461936,0.006879855596850781
A6,0.5,0,injection,1638,0.736713201077639,0.6839306358381503,0.052782565239488766
A6,0.5,0,mitm,61,0.1734104046242774,0.2201834862385321,-0.0467730816142547
A6,0.5,0,normal,3031,0.8644656820156386,0.8505125284738041,0.013953153541834462
A6,0.5,0,password,4609,0.9072652096869462,0.9827171297309124,-0.07545192004396617
A6,0.5,0,ransomware,235,0.9872881355932204,0.8154657293497364,0.171822406243484
A6,0.5,0,scanning,2929,0.9870801033591732,0.982164502164502,0.00491560119467116
A6,0.5,0,xss,7206,0.9904286308780692,0.9673273354528852,0.02310129542518402
A6,0.5,1,backdoor,2896,0.9975862068965518,0.9975862068965518,0.0
A6,0.5,1,ddos,16118,0.9070993914807304,0.9047651325154206,0.00233425896530981
A6,0.5,1,dos,13676,0.9899187699448796,0.988718542088516,0.0012002278563636448
A6,0.5,1,injection,1638,0.8838443396226415,0.8085106382978723,0.07533370132476924
A6,0.5,1,mitm,61,0.5584415584415584,0.4130434782608695,0.1453980801806889
A6,0.5,1,normal,3031,0.7994630872483222,0.7997855802733852,-0.000322493025063042
A6,0.5,1,password,4609,0.9675960813865864,0.9852343248448534,-0.017638243458267033
A6,0.5,1,ransomware,235,0.752827140549273,0.9246031746031746,-0.17177603405390163
A6,0.5,1,scanning,2929,0.9953695764019894,0.9882758620689656,0.0070937143330238595
A6,0.5,1,xss,7206,0.9445952207585888,0.9629729547447224,-0.018377733986133626
A8,0.5,0,backdoor,2896,0.966933867735471,0.9968986905582355,-0.02996482282276458
A8,0.5,0,ddos,16118,0.9176251579017352,0.9076850351161534,0.009940122785581762
A8,0.5,0,dos,13676,0.9976592787652696,0.9891143177461936,0.00854496101907598
A8,0.5,0,injection,1638,0.8708308065494239,0.6839306358381503,0.18690017071127363
A8,0.5,0,mitm,61,0.1219512195121951,0.2201834862385321,-0.09823226672633699
A8,0.5,0,normal,3031,0.7430051813471502,0.8505125284738041,-0.10750734712665388
A8,0.5,0,password,4609,0.9856541904864632,0.9827171297309124,0.00293706075555078
A8,0.5,0,ransomware,235,0.9381663113006397,0.8154657293497364,0.12270058195090328
A8,0.5,0,scanning,2929,0.9285455204932898,0.982164502164502,-0.05361898167121226
A8,0.5,0,xss,7206,0.940792974986695,0.9673273354528852,-0.026534360466190177
A8,0.5,1,backdoor,2896,0.9716395368350396,0.9975862068965518,-0.02594667006151219
A8,0.5,1,ddos,16118,0.9173152398057608,0.9047651325154206,0.012550107290340229
A8,0.5,1,dos,13676,0.997440397835308,0.988718542088516,0.008721855746792073
A8,0.5,1,injection,1638,0.8728149487643159,0.8085106382978723,0.06430431046644358
A8,0.5,1,mitm,61,0.3298969072164948,0.4130434782608695,-0.08314657104437473
A8,0.5,1,normal,3031,0.7433398310591293,0.7997855802733852,-0.056445749214255936
A8,0.5,1,password,4609,0.992399565689468,0.9852343248448534,0.007165240844614562
A8,0.5,1,ransomware,235,0.851063829787234,0.9246031746031746,-0.0735393448159406
A8,0.5,1,scanning,2929,0.9353967968328236,0.9882758620689656,-0.05287906523614194
A8,0.5,1,xss,7206,0.9352671146297652,0.9629729547447224,-0.027705840114957248
A9,0.5,0,backdoor,0,0.0,0.9968986905582355,-0.9968986905582355
A9,0.5,0,ddos,1078,0.4870175438596491,0.9076850351161534,-0.42066749125650427
A9,0.5,0,dos,0,0.0,0.9891143177461936,-0.9891143177461936
A9,0.5,0,injection,1430,0.9404805914972274,0.6839306358381503,0.2565499556590771
A9,0.5,0,mitm,5,0.0,0.2201834862385321,-0.2201834862385321
A9,0.5,0,normal,1075,0.9862385321100916,0.8505125284738041,0.1357260036362875
A9,0.5,0,password,3335,0.8723688606749082,0.9827171297309124,-0.11034826905600426
A9,0.5,0,ransomware,0,0.0,0.8154657293497364,-0.8154657293497364
A9,0.5,0,scanning,0,0.0,0.982164502164502,-0.982164502164502
A9,0.5,0,xss,4161,0.8430120604033647,0.9673273354528852,-0.12431527504952045
A9,0.5,1,backdoor,0,0.0,0.9975862068965518,-0.9975862068965518
A9,0.5,1,ddos,1078,0.4806201550387597,0.9047651325154206,-0.42414497747666086
A9,0.5,1,dos,0,0.0,0.988718542088516,-0.988718542088516
A9,0.5,1,injection,1430,0.9400653832183072,0.8085106382978723,0.13155474492043495
A9,0.5,1,mitm,5,0.0,0.4130434782608695,-0.4130434782608695
A9,0.5,1,normal,1075,0.9790528233151184,0.7997855802733852,0.17926724304173325
A9,0.5,1,password,3335,0.8278041074249605,0.9852343248448534,-0.15743021741989294
A9,0.5,1,ransomware,0,0.0,0.9246031746031746,-0.9246031746031746
A9,0.5,1,scanning,0,0.0,0.9882758620689656,-0.9882758620689656
A9,0.5,1,xss,4161,0.8237274707862943,0.9629729547447224,-0.13924548395842817
